path	variant	line	text
Tests/Assembly/Store32Execution.lean	04c1b07c185d	8	open Grass.Tests.Spike1 Grass.Tests.Spike1Policy Tests.Memory.Spike1Block
Tests/Assembly/Win32Constants.lean	ae47797c3013	8	"def authored : List Char := include_source_chars ""../../Spikes/1_Hello_World/Program.lean"""
Tests/Assembly/Win32Constants.lean	ae47797c3013	11	let body ← (SourceInput.extractHelloSourceChars chars).toOption
Tests/Assembly/Win32Constants.lean	ae47797c3013	50	"(source_chars ""def helloSource : MachineSource plan := "") ++"
Tests/Assembly/X86BranchLayout.lean	370eed209f7f	9	"(source_chars ""def helloSource := asm_source {\n"") ++ body ++ (source_chars ""\n}"")"
Tests/Assembly/X86BranchLayout.lean	370eed209f7f	12	let body ← (extractHelloSourceChars chars).toOption
Tests/Assembly/X86BranchLayout.lean	370eed209f7f	55	"def authored : List Char := include_source_chars ""../../Spikes/1_Hello_World/Program.lean"""
Tests/Assembly/X86ClosedEncoding.lean	cfdd959ec8d7	9	"def spike1Program : List Char := include_source_chars ""../../Spikes/1_Hello_World/Program.lean"""
Tests/Assembly/X86ClosedEncoding.lean	cfdd959ec8d7	11	(extractHelloSourceChars spike1Program).toOption.bind fun body => (parseBody body).toOption
Tests/Assembly/X86ControlFlow.lean	9325b6a65682	9	let body ← (extractHelloSourceChars chars).toOption
Tests/Assembly/X86ControlFlow.lean	9325b6a65682	13	"def authored : List Char := include_source_chars ""../../Spikes/1_Hello_World/Program.lean"""
Tests/Assembly/X86ControlFlow.lean	9325b6a65682	25	"(source_chars ""def helloSource := asm_source {\n"") ++ body ++ (source_chars ""\n}"")"
Tests/Assembly/X86Source.lean	2a370831042c	9	"def spike1Program : List Char := include_source_chars ""../../Spikes/1_Hello_World/Program.lean"""
Tests/Assembly/X86Source.lean	2a370831042c	11	(extractHelloSourceChars spike1Program).toOption.bind fun body => (parseBody body).toOption
Tests/Assembly/X86Source.lean	2a370831042c	13	/-- The unchanged Spike 1 body is consumed completely; unsupported nonblank lines
Tests/Assembly/X86Source.lean	2a370831042c	18	((extractHelloSourceChars spike1Program).toOption.bind fun body =>
Tests/Assembly/X86Source.lean	2a370831042c	22	(extractHelloSource source).toOption.bind fun body => (parseBody body).toOption
Tests/Assembly/X86Source.lean	2a370831042c	24	"example : parseText ""def helloSource := asm_source { frobnicate rax }"" = none := by decide +kernel"
Tests/Assembly/X86Source.lean	2a370831042c	25	"example : parseText ""def helloSource := asm_source { @audit(.orphan) }"" = none := by decide +kernel"
Tests/Assembly/X86Source.lean	2a370831042c	26	"example : parseText ""def helloSource := asm_source { push eax }"" = none := by decide +kernel"
Tests/Assembly/X86Source.lean	2a370831042c	27	"example : parseText ""def helloSource := asm_source { call qword ptr [rip + import] extra }"" = none := by"
Tests/Assembly/X86Source.lean	2a370831042c	30	"example : parseText ""def helloSource := asm_source { mov rax, ecx }"" = none := by decide +kernel"
Tests/Assembly/X86Source.lean	2a370831042c	31	"example : parseText ""def helloSource := asm_source { test r14d, rax }"" = none := by decide +kernel"
Tests/Assembly/X86Source.lean	2a370831042c	32	"example : parseText ""def helloSource := asm_source { @audit(foo [:=]) }"" = none := by decide +kernel"
Tests/Assembly/X86Source.lean	2a370831042c	33	"example : parseText ""def helloSource := asm_source { label: @audit(.broken }"" = none := by decide +kernel"
Tests/Assembly/X86Source.lean	2a370831042c	34	"example : parseText ""def helloSource := asm_source { label: @terminal(.success) junk }"" = none := by"
Tests/Assembly/X86Source.lean	2a370831042c	36	"example : parseText ""def helloSource := asm_source { label: @placement [handle r12] }"" = none := by"
Tests/Assembly/X86Source.lean	2a370831042c	38	"example : parseText ""def helloSource := asm_source { label: @placement [handle := r12,] }"" = none := by"
Tests/Assembly/X86Source.lean	2a370831042c	40	"example : parseText ""def helloSource := asm_source { label: @invariant loop(payload,) }"" = none := by"
Tests/Assembly/X86Source.lean	2a370831042c	42	"example : parseText ""def helloSource := asm_source { label: @placement [handle := r12, handle := r13] }"" ="
Tests/Console/CapturedDemands.lean	64f22c5cdb5b	8	"CapturedSpecification.ofLine _ ""Hello, World!"" ⟨true, false, false, false⟩"
Tests/ISA/X86/InstructionDispatch.lean	4d1eb55009b5	12	"private def authored : List Char := include_source_chars ""../../../Spikes/1_Hello_World/Program.lean"""
Tests/ISA/X86/InstructionDispatch.lean	4d1eb55009b5	16	let body ← (SourceInput.extractHelloSourceChars authored).toOption
Tests/ISA/X86/LedgerAudit.lean	0f86e8d99000	1011	-- Fixtures: Spike 1's prologue and a frame-pointer example, which are
Tests/ISA/X86/LedgerAudit.lean	0f86e8d99000	1013	`Grass.ABI.Win64.spike1Prologue, `Grass.ABI.Win64.spike1Layout,
Tests/ISA/X86/LedgerAudit.lean	0f86e8d99000	1014	`Grass.ABI.Win64.spike1SavedRegisters,
Tests/ISA/X86/LedgerAudit.lean	0f86e8d99000	1015	`Grass.ABI.Win64.spike1FrameLayout,
Tests/ISA/X86/LedgerAudit.lean	0f86e8d99000	1016	`Grass.ABI.Win64.spike1CallAllocationBytes,
Tests/ISA/X86/LedgerAudit.lean	0f86e8d99000	1017	`Grass.ABI.Win64.spike1UnwindInfo, `Grass.ABI.Win64.framePointerLayout,
Tests/ISA/X86/NativeCorpus.lean	5860dc7bb719	110	-- Exact operations emitted by the current Hello lowering path.
Tests/ISA/X86/NativeCorpus.lean	5860dc7bb719	112	"[ (""hello-test-eax-eax"", ⟨.test, .w32, .rax, .rax⟩)"
Tests/ISA/X86/NativeCorpus.lean	5860dc7bb719	113	", (""hello-cmp-eax-r14d"", ⟨.cmp, .w32, .rax, .r14⟩)"
Tests/ISA/X86/NativeCorpus.lean	5860dc7bb719	114	", (""hello-add-r13-rax"", ⟨.add, .w64, .r13, .rax⟩)"
Tests/ISA/X86/NativeCorpus.lean	5860dc7bb719	115	", (""hello-sub-r14d-eax"", ⟨.sub, .w32, .r14, .rax⟩) ] do"
Tests/ISA/X86/NativeCorpus.lean	5860dc7bb719	116	"emitRegister label instruction ""Hello-production-Instruction.encoding+Instruction.effect"""
Tests/ISA/X86/NativeStackCorpus.lean	319d09763e5f	88	let body ← (SourceInput.extractHelloSourceChars chars).toOption
Tests/ISA/X86/NativeStackCorpus.lean	319d09763e5f	93	"(source_chars ""def helloSource : MachineSource plan := withStack (value : UInt32 := 0) withCallFrame WriteFile asm_source (statics := statics) {\n"") ++"
Tests/ISA/X86/NativeStackCorpus.lean	319d09763e5f	97	"include_source_chars ""../../../Spikes/1_Hello_World/Program.lean"""
Tests/ISA/X86/NativeStackCorpus.lean	319d09763e5f	110	Spike 1 source supplies the three-extended-register case; the other public
Tests/ISA/X86/NativeStackCorpus.lean	319d09763e5f	116	", prologueRow? ""authored-spike1"" authored"
Tests/ISA/X86/RipCorpus.lean	5b1a235b4fbc	7	assembler, and it is the form Spike 1 depends on most: every import call and the
Tests/ISA/X86/Spike1Addressing.lean	0f26740492e6	4	# Spike 1 addressing encodings
Tests/ISA/X86/Spike1Addressing.lean	0f26740492e6	7	`Spikes/1_Hello_World/Program.lean`, checked by decision at build time.
Tests/ISA/X86/Spike1Addressing.lean	0f26740492e6	9	`Tests/Memory/Spike1Reference.lean` declares the *memory effects* of the same
Tests/ISA/X86/Spike1Addressing.lean	0f26740492e6	36	Spike 1 uses exactly these, and no others:
Tests/ISA/X86/Spike1Addressing.lean	0f26740492e6	60	namespace Grass.Tests.ISA.X86.Spike1
Tests/ISA/X86/Spike1Addressing.lean	0f26740492e6	167	`rsp`'s low three bits. Spike 1 keeps the standard-output handle in `r12` across
Tests/ISA/X86/Spike1Addressing.lean	0f26740492e6	174	Spike 1 uses `r13` as the payload cursor. `mod=00` with `r13`'s low bits is the
Tests/ISA/X86/Spike1Addressing.lean	0f26740492e6	181	/-- `rsp` has no encoding as an index register, so no form of Spike 1's
Tests/ISA/X86/Spike1Addressing.lean	0f26740492e6	186	/-! ## Round-trip on the exact Spike 1 forms
Tests/ISA/X86/Spike1Addressing.lean	0f26740492e6	212	end Grass.Tests.ISA.X86.Spike1
Tests/Memory/CallProtocol.lean	c161079143bf	3	import Tests.Memory.Spike1Policy
Tests/Memory/CallProtocol.lean	c161079143bf	5	/-! Concrete acceptance and refusal checks for occurrence-bound Spike 1 loans. -/
Tests/Memory/CallProtocol.lean	c161079143bf	10	open Grass.Tests.Spike1 Tests.Memory.Spike1Block Grass.Tests.Spike1Policy
Tests/Memory/CallProtocol.lean	c161079143bf	199	CallProtocol.step? pending policy (SomeOperation.of Spike1Policy.Op.movEcxImm)
Tests/Memory/CallProtocolOrdering.lean	bd477d605f7b	3	import Tests.Memory.Spike1Policy
Tests/Memory/CallProtocolOrdering.lean	bd477d605f7b	17	open Grass.Tests.Spike1 Tests.Memory.Spike1Block Grass.Tests.Spike1Policy
Tests/Memory/CallProtocolOrdering.lean	bd477d605f7b	31	{ Grass.Tests.Spike1Policy.policy with
Tests/Memory/CallProtocolOrdering.lean	bd477d605f7b	32	oracle := .ofMemory writeData Grass.Tests.Spike1Policy.indeterminateByte }
Tests/Memory/Placement.lean	08bf6f326690	127	compared it to the placement, so every Spike 1 fixture's address contradicted the
Tests/Memory/Placement.lean	08bf6f326690	214	its docstring records that every address in the Spike 1 fixtures contradicted the
Tests/Memory/RiskOneCases.lean	745e37abc722	1	import Tests.Memory.Spike1Reference
Tests/Memory/RiskOneCases.lean	745e37abc722	32	condition in the `Tests/Memory/Spike1Block.lean` idiom stops working and an induction
Tests/Memory/RiskOneCases.lean	745e37abc722	56	open Grass.Core Grass.Memory Grass.Tests.Spike1
Tests/Memory/Spike1Block.lean	3881cd089cf5	2	import Tests.Memory.Spike1Reference
Tests/Memory/Spike1Block.lean	3881cd089cf5	5	# The Spike 1 straight-line block
Tests/Memory/Spike1Block.lean	3881cd089cf5	8	Spike 1 block. `Tests/Memory/StraightLineBlock.lean` proves the discharge is
Tests/Memory/Spike1Block.lean	3881cd089cf5	11	descriptors `Tests/Memory/Spike1Reference.lean` declares for
Tests/Memory/Spike1Block.lean	3881cd089cf5	12	`Spikes/1_Hello_World/Program.lean`.
Tests/Memory/Spike1Block.lean	3881cd089cf5	16	`Spike1Reference.lean` wraps these same descriptors in `SubstepSequence`s for
Tests/Memory/Spike1Block.lean	3881cd089cf5	54	namespace Tests.Memory.Spike1Block
Tests/Memory/Spike1Block.lean	3881cd089cf5	56	open Grass.Core Grass.Memory Grass.Std.Logical Grass.Tests.Spike1
Tests/Memory/Spike1Block.lean	3881cd089cf5	100	Rebuilt through `Grass.Tests.Spike1.access` from the same provenances the
Tests/Memory/Spike1Block.lean	3881cd089cf5	140	`mov transferred, 0` left. In `Spikes/1_Hello_World/Program.lean` the reload reads
Tests/Memory/Spike1Block.lean	3881cd089cf5	145	"exit criterion ""a straight-line Spike 1 block discharges"" was met about a block that"
Tests/Memory/Spike1Block.lean	3881cd089cf5	146	is not Spike 1's. Review found it.
Tests/Memory/Spike1Block.lean	3881cd089cf5	261	This is Spike 1's data flow, and the fixture asserted the opposite for as long as it
Tests/Memory/Spike1Block.lean	3881cd089cf5	297	program.** `Spike1Reference.lean`'s `movEaxTransferred` says its
Tests/Memory/Spike1Block.lean	3881cd089cf5	316	end Tests.Memory.Spike1Block
Tests/Memory/Spike1Policy.lean	b32cb2dbdaa4	2	import Tests.Memory.Spike1Block
Tests/Memory/Spike1Policy.lean	b32cb2dbdaa4	5	# The Spike 1 reference set, stepped
Tests/Memory/Spike1Policy.lean	b32cb2dbdaa4	9	did. `Tests/Memory/Spike1Block.lean` runs `runBlock`, the `applyAccess`-level
Tests/Memory/Spike1Policy.lean	b32cb2dbdaa4	38	namespace Grass.Tests.Spike1Policy
Tests/Memory/Spike1Policy.lean	b32cb2dbdaa4	40	open Grass.Core Grass.Memory Grass.Op Grass.Std.Logical Grass.Tests.Spike1
Tests/Memory/Spike1Policy.lean	b32cb2dbdaa4	41	open Tests.Memory.Spike1Block
Tests/Memory/Spike1Policy.lean	b32cb2dbdaa4	45	/-- The vocabulary Spike 1's instructions actually use.
Tests/Memory/Spike1Policy.lean	b32cb2dbdaa4	52	Spike 1: it declares no profile-specific ordering, cites no initialization rule, and
Tests/Memory/Spike1Policy.lean	b32cb2dbdaa4	67	-- §6's call lends the frame slot it passes, so `loan` is Spike 1's; `frame` is
Tests/Memory/Spike1Policy.lean	b32cb2dbdaa4	70	-- Spike 1 declares no obligation protocols, because its reference set creates no
Tests/Memory/Spike1Policy.lean	b32cb2dbdaa4	78	"{ id := ⟨""spike1.win64""⟩, vocabularyVersion := 1, vocabulary := vocabulary"
Tests/Memory/Spike1Policy.lean	b32cb2dbdaa4	114	`Tests/Memory/Spike1Reference.lean` — the point is that the *reference* set steps,
Tests/Memory/Spike1Policy.lean	b32cb2dbdaa4	117	/-- Spike 1's memory-touching instruction forms. -/
Tests/Memory/Spike1Policy.lean	b32cb2dbdaa4	183	{ memoryEffects := some (.single Tests.Memory.Spike1Block.agentWrite)
Tests/Memory/Spike1Policy.lean	b32cb2dbdaa4	192	"Grass.Op.step policy state (SomeOperation.of op) mainThread .thread ⟨⟨""spike1""⟩⟩"
Tests/Memory/Spike1Policy.lean	b32cb2dbdaa4	196	The one reference case that had no theorem. `Spike1Reference.ud2Containment`'s own
Tests/Memory/Spike1Policy.lean	b32cb2dbdaa4	209	".thread ⟨⟨""spike1""⟩⟩ (faultAt := fun seq =>"
Tests/Memory/Spike1Policy.lean	b32cb2dbdaa4	263	would refuse Spike 1's central case.
Tests/Memory/Spike1Policy.lean	b32cb2dbdaa4	454	end Grass.Tests.Spike1Policy
Tests/Memory/Spike1Reference.lean	4a70dd4f4f26	7	# Spike 1 reference access declarations
Tests/Memory/Spike1Reference.lean	4a70dd4f4f26	11	exact instruction mix in `Spikes/1_Hello_World/Program.lean`, against the sealed
Tests/Memory/Spike1Reference.lean	4a70dd4f4f26	18	The stack geometry is the one fixed by `docs/SPIKE_1.md`: three saved registers
Tests/Memory/Spike1Reference.lean	4a70dd4f4f26	39	namespace Grass.Tests.Spike1
Tests/Memory/Spike1Reference.lean	4a70dd4f4f26	63	/-- The first epoch of both allocations; nothing is reused in Spike 1. -/
Tests/Memory/Spike1Reference.lean	4a70dd4f4f26	70	/-- The single thread Spike 1 runs on. -/
Tests/Memory/Spike1Reference.lean	4a70dd4f4f26	74	"""external API agent"" among the execution context kinds, and Spike 1's whole point is"
Tests/Memory/Spike1Reference.lean	4a70dd4f4f26	93	Grass.ABI.Win64.spike1FrameLayout
Tests/Memory/Spike1Reference.lean	4a70dd4f4f26	132	/-- The `HelloWorld` body frame, from call-site RSP through the saved registers. -/
Tests/Memory/Spike1Reference.lean	4a70dd4f4f26	134	"{ kind := .frame, label := ⟨""helloFrame""⟩,"
Tests/Memory/Spike1Reference.lean	4a70dd4f4f26	151	a saved nonvolatile register. `Spikes/1_Hello_World/Program.lean` pushes `r12`,
Tests/Memory/Spike1Reference.lean	4a70dd4f4f26	198	"Fifteen bytes: `docs/SPIKE_1.md` §1 says ""the 15 UTF-8 bytes `Hello, World!"
Tests/Memory/Spike1Reference.lean	4a70dd4f4f26	201	review counted, in the file whose mandate is the exact Spike 1 instruction mix. -/
Tests/Memory/Spike1Reference.lean	4a70dd4f4f26	339	carried one — `Spike1Policy`'s vocabulary declared `grantKinds := ⟨[.loan]⟩` for a
Tests/Memory/Spike1Reference.lean	4a70dd4f4f26	400	/-! ## Two cases from outside Spike 1
Tests/Memory/Spike1Reference.lean	4a70dd4f4f26	402	Spike 1 does not contain either of these. They are here because an adversarial
Tests/Memory/Spike1Reference.lean	4a70dd4f4f26	697	end Grass.Tests.Spike1
Tests/Platform/Win32ApiRequest.lean	aeb5368f1bd7	11	open Grass.Tests.Spike1
Tests/Platform/Win32ExitProcessCompletion.lean	7cb5a15f2d61	17	open Grass.Platform.Win32.ExecutionState Grass.Tests.Spike1
Tests/Platform/Win32ExitProcessRuntime.lean	ea080c61c26d	7	open Grass.Tests.Win32ApiRequest Grass.Tests.Spike1
Tests/Platform/Win32GetStdHandleRawReturn.lean	a4f9505d11dd	5	/-! Actual Grass Hello CALL followed by the bounded raw GetStdHandle result
Tests/Platform/Win32GetStdHandleRawReturn.lean	a4f9505d11dd	17	def regressionFor (actual : Grass.Tests.Win32HelloCall.ActualResult)
Tests/Platform/Win32GetStdHandleRawReturn.lean	a4f9505d11dd	60	match Grass.Tests.Win32HelloCall.actualHandoff? with
Tests/Platform/Win32GetStdHandleReturn.lean	a4ff20734ca1	2	import Tests.Platform.Win32HelloCall
Tests/Platform/Win32GetStdHandleReturn.lean	a4ff20734ca1	5	# Actual Hello GetStdHandle return fixture
Tests/Platform/Win32GetStdHandleReturn.lean	a4ff20734ca1	8	`Win32HelloCall`.  The supplied provider registers remain observations: no
Tests/Platform/Win32GetStdHandleReturn.lean	a4ff20734ca1	35	def evaluatedFor {setup : Grass.Tests.Win32HelloCall.ActualSetup}
Tests/Platform/Win32GetStdHandleReturn.lean	a4ff20734ca1	36	(handoff : Grass.Tests.Win32HelloCall.ActualHandoff setup) :
Tests/Platform/Win32GetStdHandleReturn.lean	a4ff20734ca1	53	def regressionFor (actual : Grass.Tests.Win32HelloCall.ActualResult) : Option Bool := do
Tests/Platform/Win32GetStdHandleReturn.lean	a4ff20734ca1	54	let setup : Grass.Tests.Win32HelloCall.ActualSetup := actual.setup
Tests/Platform/Win32GetStdHandleReturn.lean	a4ff20734ca1	55	let handoff : Grass.Tests.Win32HelloCall.ActualHandoff setup := actual.handoff
Tests/Platform/Win32GetStdHandleReturn.lean	a4ff20734ca1	104	Grass.Tests.Win32HelloCall.actualHandoff?.bind regressionFor
Tests/Platform/Win32HelloCall.lean	8007d88605c3	10	# Actual source-linked Hello prefix through GetStdHandle handoff
Tests/Platform/Win32HelloCall.lean	8007d88605c3	21	namespace Grass.Tests.Win32HelloCall
Tests/Platform/Win32HelloCall.lean	8007d88605c3	85	let body ← (Grass.Assembly.SourceInput.extractHelloSourceChars
Tests/Platform/Win32HelloCall.lean	8007d88605c3	89	let plan ← Grass.Tests.Win32LoaderEntry.helloPlan?
Tests/Platform/Win32HelloCall.lean	8007d88605c3	259	"unless passed do throw (IO.userError ""actual Hello GetStdHandle CALL prefix refused"")"
Tests/Platform/Win32HelloCall.lean	8007d88605c3	264	end Grass.Tests.Win32HelloCall
Tests/Platform/Win32LoaderEntry.lean	80b60cf85f2d	6	/-! Initialization fixtures and an actual Grass Hello World source-to-plan
Tests/Platform/Win32LoaderEntry.lean	80b60cf85f2d	116	def helloPlanFrom? (source : List Char) : Option PE.ImagePlan := do
Tests/Platform/Win32LoaderEntry.lean	80b60cf85f2d	117	let body ← (Grass.Assembly.SourceInput.extractHelloSourceChars source).toOption
Tests/Platform/Win32LoaderEntry.lean	80b60cf85f2d	132	supplies freshly read source to `helloPlanFrom?` instead. -/
Tests/Platform/Win32LoaderEntry.lean	80b60cf85f2d	133	def helloPlan? : Option PE.ImagePlan := helloPlanFrom? Grass.Tests.Assembly.SourceResolve.authored
Tests/Platform/Win32LoaderEntry.lean	80b60cf85f2d	136	def helloEntry? : Option (Nat × Bool) := do
Tests/Platform/Win32LoaderEntry.lean	80b60cf85f2d	137	let plan ← helloPlan?
Tests/Platform/Win32LoaderEntry.lean	80b60cf85f2d	144	"#eval check ""actual Grass source entry"" (helloEntry? == some (0x140001000, true))"
Tests/Platform/Win32LoaderEntry.lean	80b60cf85f2d	148	def helloPrologue? : Option Bool := do
Tests/Platform/Win32LoaderEntry.lean	80b60cf85f2d	149	let body ← (Grass.Assembly.SourceInput.extractHelloSourceChars
Tests/Platform/Win32LoaderEntry.lean	80b60cf85f2d	153	let plan ← helloPlan?
Tests/Platform/Win32LoaderEntry.lean	80b60cf85f2d	164	"#eval check ""actual Grass source prologue"" (helloPrologue? == some true)"
Tests/Platform/Win32ProbeCases.lean	ea5c6a6db463	9	share Hello World's production PE entry, imports and emitter, with inherited
Tests/Platform/Win32RawState.lean	1b3a5696fb4e	14	(.pending writeCall Grass.Tests.Spike1.mainThread Grass.Tests.Spike1.apiAgent)
Tests/Platform/Win32WriteFile.lean	6eba746eec2a	8	open Grass.Tests.Spike1
Tests/Platform/Win32WriteFile.lean	6eba746eec2a	20	{ Tests.Memory.Spike1Block.stackRecord with
Tests/Platform/Win32WriteFile.lean	6eba746eec2a	144	policy := Grass.Tests.Spike1Policy.policy
Tests/Platform/Win32WriteFile.lean	6eba746eec2a	145	operation := SomeOperation.of Grass.Tests.Spike1Policy.Op.leaPayload
Tests/Platform/Win32WriteFile.lean	6eba746eec2a	224	¬ InputMatches Tests.Memory.Spike1Block.state₀ request := by decide
Tests/Platform/Win32WriteFile.lean	6eba746eec2a	260	Grass.Tests.Spike1.access stackProvenance ⟨16, 4⟩
Tests/Platform/Win32WriteFile.lean	6eba746eec2a	274	{ Grass.Tests.Spike1Policy.policy with
Tests/Platform/Win32WriteFileConsolePublication.lean	2eaf1f7cbe29	30	caller := Grass.Tests.Spike1.mainThread
Tests/Platform/Win32WriteFileConsolePublication.lean	2eaf1f7cbe29	31	provider := Grass.Tests.Spike1.apiAgent
Tests/Platform/Win32WriteFileConsolePublication.lean	2eaf1f7cbe29	52	{ environment with caller := Grass.Tests.Spike1.apiAgent }
Tests/Platform/Win32WriteFileConsolePublication.lean	2eaf1f7cbe29	58	{ environment with provider := Grass.Tests.Spike1.mainThread }
Tests/Platform/Win32WriteFileReturn.lean	ce482d0fa69e	12	open Grass.Tests.Spike1
Tests/Platform/Win32WriteFileService.lean	ae8396b33a2d	9	open Grass.Tests.Spike1
Tests/Process/BlendFixtures.lean	87c5739850c3	144	"weave.FromLeft (.inl (.write ""hello"")) := ⟨.write ""hello"", rfl⟩"
Tests/Process/BlendFixtures.lean	87c5739850c3	154	"(∃ own : LogDemand, weave.leftIn.demand own = (.inl (.write ""hello"") : BothDemands) ∧"
Tests/Process/BlendFixtures.lean	87c5739850c3	155	"∀ other, weave.leftIn.demand other = (.inl (.write ""hello"") : BothDemands) →"
Tests/Process/BlendFixtures.lean	87c5739850c3	157	"¬ weave.FromRight (.inl (.write ""hello"")) :="
Tests/Process/BlendFixtures.lean	87c5739850c3	163	"weave.rightIn.demand other = weave.leftIn.demand (.write ""hello"") :="
Tests/Process/SequentialEffectFixtures.lean	0a488c1907e8	83	"| .awaitingName => .effect (.write ""hello\n"") (fun written => .wrote written)"
Tests/Specification/TextLine.lean	b2b15f254a67	9	"def message : TextLine := ""Hello, World!"""
Tests/Specification/TextLine.lean	b2b15f254a67	11	"example : message.text = ""Hello, World!"" := rfl"
Tests/Specification/TextLine.lean	b2b15f254a67	15	"Text.utf8 ""Hello, World!\r\n"" := rfl"
Tests/Specification/TextLine.lean	b2b15f254a67	20	"Text.utf8 ""Hello, World!\n"" := rfl"
Tests/Std/ConsoleWrite.lean	30148280d2cf	6	progress. They do not certify a platform projection or a complete Hello run.
Tests/Std/PartialWrite.lean	093a96103bdd	9	"- Spike 1, `write_all_loop(payload)` — ""standard partial-write induction over"
Tests/Std/PartialWrite.lean	093a96103bdd	44	`Spikes/1_Hello_World/Program.lean`'s loop carries `cursor` in `r13` and
Tests/Std/PartialWrite.lean	093a96103bdd	96	`r14d` holds in `Spikes/1_Hello_World/Program.lean`. -/
Tests/Std/PartialWrite.lean	093a96103bdd	144	This is the loop variant. `Spikes/1_Hello_World/Program.lean` has a separate
Tests/Std/Text.lean	783b18c1c0bc	34	/-- `Spikes/1_Hello_World/Spec.lean`'s message, whose exact bytes are the
Tests/Std/Text.lean	783b18c1c0bc	36	"example : (Text.utf8 ""Hello, World!"").length = 13 := rfl"
Tests/Std/VecRepresentation.lean	397e9c5f296b	60	re-run `emitterBench` on the machine they care about. `docs/HELLO_WORLD.md`
Tests/Std/VecRepresentation.lean	397e9c5f296b	65	`docs/HELLO_WORLD.md` forbids `native_decide`, so the kernel evaluates any equality
Tests/Std/VecRepresentation.lean	397e9c5f296b	184	`docs/HELLO_WORLD.md` forbids `native_decide`, so the kernel evaluates any
Tools/DisasmHello.lean	55af332f9345	4	/-! Export a structural fixture from the Hello assembly projection and explicit
Tools/DisasmHello.lean	55af332f9345	7	namespace DisasmHello
Tools/DisasmHello.lean	55af332f9345	22	"let body ← require ""extractHelloSourceChars"" (SourceInput.extractHelloSourceChars source).toOption"
Tools/DisasmHello.lean	55af332f9345	34	end DisasmHello
Tools/DisasmHello.lean	55af332f9345	41	match DisasmHello.produce source.toList (Grass.Std.Logical.Vec.ofHostBytes payload) with
Tools/DisasmHello.lean	55af332f9345	43	"(← IO.getStderr).putStrLn s!""structural Hello export failed: {error}"""
Tools/DisasmHello.lean	55af332f9345	51	"(← IO.getStderr).putStrLn ""usage: grass-disasm-hello SOURCE_ASSEMBLY_FILE PAYLOAD_BIN OUTPUT_PE"""
Tools/EmitGrassHello.lean	2ecbc6cb8101	3	/-! Thin validation exporter. The executable body is the unchanged Grass Hello
Tools/EmitGrassHello.lean	2ecbc6cb8101	9	"| throw (IO.userError ""usage: EmitGrassHello <exe-path> <expected-stdout-path> <source-snapshot-path>"")"
Tools/EmitGrassHello.lean	2ecbc6cb8101	10	"let sourceBytes ← IO.FS.readBinFile ""Spikes/1_Hello_World/Program.lean"""
Tools/EmitGrassHello.lean	2ecbc6cb8101	13	let some plan := Grass.Tests.Win32LoaderEntry.helloPlanFrom? source.toList
Tools/EmitGrassHello.lean	2ecbc6cb8101	14	"| throw (IO.userError ""Grass source linking refused Hello World"")"
Tools/disasm/README.md	28675a090709	20	lake build grass-disasm grass-disasm-hello Tests.Disasm.Linear
Tools/disasm/README.md	28675a090709	21	lake exe grass-disasm-hello Spikes/1_Hello_World/Program.lean payload.bin .lake/hello.exe
Tools/disasm/README.md	28675a090709	22	lake exe grass-disasm pe .lake/hello.exe
Tools/disasm/README.md	28675a090709	27	The Hello fixture exporter uses `SourceLinkedImage.buildExcept` and `writeImage`
Tools/disasm/README.md	28675a090709	31	supplies the Hello CRLF payload explicitly. This exercises the production
Tools/disasm/check.py	1e60e78b87b6	4	Run after lake build grass-disasm grass-disasm-hello Tests.Disasm.Linear.
Tools/disasm/check.py	1e60e78b87b6	17	"EXPORT = BIN / (""grass-disasm-hello"" + SUFFIX)"
Tools/disasm/check.py	1e60e78b87b6	61	"image = work / ""hello.exe"""
Tools/disasm/check.py	1e60e78b87b6	63	"payload.write_bytes(b""Hello, World!\r\n"")"
Tools/disasm/check.py	1e60e78b87b6	65	"[str(EXPORT), str(ROOT / ""Spikes/1_Hello_World/Program.lean""), str(payload), str(image)],"
Tools/disasm/check.py	1e60e78b87b6	92	# silently replace them with a hardcoded Hello string.
Tools/disasm/check.py	1e60e78b87b6	95	"subprocess.run([str(EXPORT), str(ROOT / ""Spikes/1_Hello_World/Program.lean""),"
Tools/disasm/check.py	1e60e78b87b6	101	"source = (ROOT / ""Spikes/1_Hello_World/Program.lean"").read_text(encoding=""utf-8"")"
Tools/disasm/check.py	1e60e78b87b6	211	"print(f""Disasm CLI checks passed; actual structural Hello decoded {decoded} instructions."")"
Tools/x86-native/README.md	f687a17b8c7f	54	* Four cases use Hello's exact operand selections: TEST EAX,EAX; CMP EAX,R14D;
Tools/x86-native/VALIDATION.md	eb96267465aa	103	value-boundary cases and four Hello operand selections. The 953 full-status
Tools/x86-native/run.py	865d04fb185b	120	or label == 'hello-test-eax-eax' else FLAGS_MASK)
Tools/x86-native/run.py	865d04fb185b	174	# 450 MOV + 420 immediate arithmetic + 120 register boundaries + 4 Hello operations.
Tools/x86-native/run.py	865d04fb185b	205	hello_operation_cases=4, modeled_register_cases=994,
check-spike-sources.sh	feaecdbd4652	9	"*) echo ""usage: $0 [--spike 1..5 ...]"" >&2; exit 2 ;;"
